,Review,Date,Stars,Restaurant
607,"7/23/2018
One-star Michelin steakhouse in MBS. Expensive high quality steak. Had the trio of beef to sample different cuts - New York Sirloin, Wagyu, and USDA Prime. Both …",3 years ago, 4 stars ,Cut
608,Excellent Char-Grilled Steaks and Table service👍👍👍,3 years ago, 5 stars ,Cut
609,,3 years ago, 4 stars ,Cut
610,The service from staff was excellent. The food was fantastic. It was a good experience. Just that the place was really noisy with loud music and tables so close to one another. It was really difficult to talk without having to raise our …,3 years ago, 4 stars ,Cut
611,"(Translated by Google) The steak is delicious.
The interior is stronger and suitable for middle class.
There is almost no casualness. …",3 years ago, 4 stars ,Cut
612,,3 years ago, 5 stars ,Cut
613,"Excellent steak and great appetizers especially the prawn cocktail and tuna tartare. Service is warm and attentive. In the desserts, the yogurt semifreddo was the highlight. Portion sizes of the sides were humongous!!",3 years ago, 5 stars ,Cut
614,,3 years ago, 5 stars ,Cut
615,,3 years ago, 5 stars ,Cut
616,"(Translated by Google) The atmosphere was great and the food was delicious. I ordered the most expensive steak, but it was too much so I left 1/3 of it. (Three people) The wine was good, and the wine display was good. Friendly staff. It's …",3 years ago, 5 stars ,Cut
617,"Food and service very good, the pictures of so called celebrities could do without.",3 years ago, 4 stars ,Cut
618,"It's famous and I was not highly impressed. The appetisers are good but the main courses are average. The service is slow. Not in a fine dining kind of slow. They're just understaffed. Good for a special occasion to try this famous restaurant but not otherwise. Sadly, won't revisit.",3 years ago, 3 stars ,Cut
619,,3 years ago, 5 stars ,Cut
620,,3 years ago, 5 stars ,Cut
621,Had the package for Musical plus Dinner package. A bit pricey but the food standard was there.,3 years ago, 5 stars ,Cut
622,,3 years ago, 3 stars ,Cut
623,,3 years ago, 4 stars ,Cut
624,,3 years ago, 5 stars ,Cut
625,,3 years ago, 5 stars ,Cut
626,Nice ambience. Tasty steak. Great for special occasions,3 years ago, 4 stars ,Cut
627,"Harry and Marie were excellent on their service, very hospitable and patient. Crabcake is a must have and needless to say, steak was on point. 👍",3 years ago, 5 stars ,Cut
628,,3 years ago, 5 stars ,Cut
629,,3 years ago, 5 stars ,Cut
630,,3 years ago, 4 stars ,Cut
631,(Translated by Google) Very good service. Absolutely incredible tenderloin. Rich wine selection. Also good with children - with celiac disease. Know what they are talking about in the area. Highly recommended. Remember to book well in …,3 years ago, 5 stars ,Cut
632,My go to steak restaurant for good steaks.,3 years ago, 5 stars ,Cut
633,Perfect food and fancy went here last year,3 years ago, 5 stars ,Cut
634,,3 years ago, 5 stars ,Cut
635,"Amazing Cocktail,  the Steaks selection is Wonderful",3 years ago, 5 stars ,Cut
636,,3 years ago, 4 stars ,Cut
637,"As always, best steak and service crew in town!",3 years ago, 5 stars ,Cut
638,"I was really looking forward to dining here - the initial welcome was a bit off - but I think it was just a particularly busy evening.  Throughout the night service was friendly, jovial and welcoming.  The Snake River Wagyu was well …",3 years ago, 4 stars ,Cut
639,,3 years ago, 5 stars ,Cut
640,,3 years ago, 5 stars ,Cut
641,,3 years ago, 5 stars ,Cut
642,,3 years ago, 4 stars ,Cut
643,,3 years ago, 4 stars ,Cut
644,Unique atmosphere. Great food. Attentive staff.,3 years ago, 4 stars ,Cut
645,,3 years ago, 5 stars ,Cut
646,,3 years ago, 5 stars ,Cut
647,,3 years ago, 4 stars ,Cut
648,"Great steak, cosy restaurant. Friendly staff who are not pushing to sell. Main came to quick after starters to be relaxed. Expect Michelinstar prices.",3 years ago, 4 stars ,Cut
649,"(Translated by Google) Even if it's not Japanese beef ...

(Original)
和牛ではなくとも・・・",3 years ago, 4 stars ,Cut
650,"One of the top, if not the top steak restaurant in Singapore. Great consistency!",3 years ago, 5 stars ,Cut
651,"(Translated by Google) The Japanese steak that is 5 minutes old is so delicious

(Original)
5分熟的日本牛排简直好吃到飞",3 years ago, 5 stars ,Cut
652,,3 years ago, 5 stars ,Cut
653,,3 years ago, 5 stars ,Cut
654,,3 years ago, 4 stars ,Cut
655,Very good food and service. Price is definitely on the high side. Overall the ambiance is very enjoyable.,3 years ago, 4 stars ,Cut
656,,3 years ago, 5 stars ,Cut
657,Best steak in Singapore for sure.,3 years ago, 5 stars ,Cut
658,"Steak with foie grass on top,  accompanied with caviar and lobster, were the best dinner ever!",3 years ago, 5 stars ,Cut
659,,3 years ago, 5 stars ,Cut
660,"Really good steaks, expensive but definitely worth it. Staff are friendly and we like the ambiance of the restaurant too.",3 years ago, 5 stars ,Cut
661,No wolves at all,3 years ago, 2 stars ,Cut
662,,3 years ago, 5 stars ,Cut
663,"It is tough to justify the price tag for each cut of meat. Almost every steak here is a study in the same degree of taste. The only noticeable difference between a dry-aged strip and a wet-aged ribeye is the price tag, and that the latter has more moisture.",3 years ago, 4 stars ,Cut
664,"I do love this place. Elegant and luxurious atmosphere. The staff are very friendly, helpful and professional. This is the best place to experience real steak in Singapore. It deserves to get Michellin one star.",3 years ago, 5 stars ,Cut
665,,3 years ago, 3 stars ,Cut
666,,3 years ago, 5 stars ,Cut
667,,3 years ago, 4 stars ,Cut
668,,3 years ago, 5 stars ,Cut
669,,3 years ago, 4 stars ,Cut
670,,3 years ago, 5 stars ,Cut
671,"Our favorite restaurant in Singapore. Not to be missed if you want a high-end steak. Menu is less traditional than Morton's, but that makes it more exciting.",3 years ago, 5 stars ,Cut
672,Enjoyed my Porterhouse steak over red wine,3 years ago, 5 stars ,Cut
673,,3 years ago, 5 stars ,Cut
674,(Translated by Google) Best Kobe Steak ever - but also the most expensive. Never eaten anything like it again. But it was worth it. …,3 years ago, 5 stars ,Cut
675,"(Translated by Google) Definitely luxurious steakhouse with astronomical prices even to eat a simple fillet. Very welcoming place and ditto the staff. Absolutely great steak, one of the best I've ever eaten, but definitely not worth the …",3 years ago, 5 stars ,Cut
676,,3 years ago, 4 stars ,Cut
677,I have snow wagyu sushi . Beef is so soft and tender. Beef is dissolved in mouth. Beef slider  is mini  beef burget . The ground beef is good but i am preferred beef steak. All i  all it is so nice to have  diner here.,3 years ago, 3 stars ,Cut
678,,3 years ago, 5 stars ,Cut
679,"most amszing experience!! the restaurant design is very cool and the music was just perfect!
the food is...WOW!! …",3 years ago, 5 stars ,Cut
680,Bad experience from the service staff even before eating. Called Ms Christina a day before to book table and enquired on the procedure of Sands member's point deduction for the bill. She assured me that my request for bill settlement can be …,3 years ago, 1 star ,Cut
681,One of the best cuts of meat I've had.,3 years ago, 5 stars ,Cut
682,,3 years ago, 4 stars ,Cut
683,,3 years ago, 5 stars ,Cut
684,"Great restaurant with superior service. The bone marrow flan and Miyazaki steak were delicious. Flavorful and tender. The drinks, alcoholic and virgin, are refreshing - especially with the local hot weather. I ended up over ordering, but if you have room the onion rings are nice.",3 years ago, 5 stars ,Cut
685,,3 years ago, 2 stars ,Cut
686,"By far my family's favourite steakhouse. Even though it is expensive, we feel that it is well worth it to dine at Cut. We always get excellent service by the welcoming staff, and they give great recommendations. Food is also very filling …",3 years ago, 5 stars ,Cut
687,"Service is superb. However, there's nothing special on their steaks to be that highly priced. We paid about $700 for 3 persons with a bottle of wine. Would get the same tasty, juicy steak for about $300 from other steakhouses",3 years ago, 3 stars ,Cut
688,Fabulous for date night. But very $$$$,3 years ago, 5 stars ,Cut
689,Great!,3 years ago, 5 stars ,Cut
690,"If I could curate my last meal, including ambience and experience, this place may have already have the set menu. The eulogy would be the wine list. …",3 years ago, 5 stars ,Cut
691,High end beef steak! Excellent place!,3 years ago, 5 stars ,Cut
692,Made an online reservation for dinner two days in advance to celebrate my girlfriend’s birthday on a Saturday night. …,3 years ago, 5 stars ,Cut
693,"A whole new experience to meat and it's various offerings, had my first ever A5 Wagyu steak here and I would kill for more. Definitely recommend this place for any meat lovers.",3 years ago, 5 stars ,Cut
694,,3 years ago, 4 stars ,Cut
695,,3 years ago, 4 stars ,Cut
696,,3 years ago, 5 stars ,Cut
697,"Great service and recommendations by the staff. Food was good for the price as well. Star of the dinner was definitely the Kaya ""Baked Alaska"" dessert.",3 years ago, 4 stars ,Cut
698,The settings was outstandingly elegant,3 years ago, 5 stars ,Cut
699,"(Translated by Google) Salad is an appetizer, steak and garnish (?). I was going to have a salad with a steak, but it was weird. So they said they eat it in a local style. The steak was made with Australian Angus and American Rib Eye Medium …",3 years ago, 4 stars ,Cut
700,,3 years ago, 5 stars ,Cut
701,,3 years ago, 4 stars ,Cut
702,Miyazaki beef amazing.. Quiet place... Excellent waitress and waiter,3 years ago, 5 stars ,Cut
703,,3 years ago, 5 stars ,Cut
704,,3 years ago, 5 stars ,Cut
705,,3 years ago, 5 stars ,Cut
706,Fantastic Food and great service. Pricey.,3 years ago, 5 stars ,Cut
707,,3 years ago, 4 stars ,Cut
708,,3 years ago, 3 stars ,Cut
709,,3 years ago, 5 stars ,Cut
710,Fantastic restaurant.  Best steak I have ever had,3 years ago, 5 stars ,Cut
711,The best steak in Singapore with impeccable service!,3 years ago, 5 stars ,Cut
712,,3 years ago, 4 stars ,Cut
713,great but ex,3 years ago, 5 stars ,Cut
714,"(Translated by Google) It is delicious. The atmosphere is good.

(Original)
맛납니다. 분위기 좋구요.",3 years ago, 5 stars ,Cut
715,"Our RM bought us dinner. It was our first visit to Cut. The crab cake starter was delicious. It deserved 5 stars. Having tasted all the top beef in Japan, I must say that the wagyu beef at Cut was just above average and over priced. The MAC …",3 years ago, 2 stars ,Cut
716,Great food and dining services. Great ambience and set up for a great experience!,3 years ago, 4 stars ,Cut
717,,3 years ago, 5 stars ,Cut
718,Great food. Not just that the steak is excellent but the side dishes are all fabulous. Everything from starter to the main are all good. Staff and service are 5 starts too. Highly recommended.,3 years ago, 5 stars ,Cut
719,,3 years ago, 5 stars ,Cut
720,,3 years ago, 5 stars ,Cut
721,,3 years ago, 4 stars ,Cut
722,,3 years ago, 4 stars ,Cut
723,,3 years ago, 4 stars ,Cut
724,"(Translated by Google) T-bone steak super horse!
I definitely recommend it.
It is a nice shop with an adult atmosphere. …",3 years ago, 5 stars ,Cut
725,Yum yum yum,3 years ago, 5 stars ,Cut
726,Great service great food just bring your checkbook,3 years ago, 5 stars ,Cut
727,1 Michelin star with reasonable price for steak. Love the bun selection for the pre course and lovely ambience. The service is great and the staffs are warm and friendly. If you want to experience a Michelin star restaurant a brand from a …,3 years ago, 5 stars ,Cut
728,Great steak and extremely good service. I ordered a medium cooked steak which was a little overcooked. But it was still very juicy and succulent and I enjoyed every bite of it!,3 years ago, 5 stars ,Cut
729,"top quality, just a tad pricey",3 years ago, 4 stars ,Cut
730,"Steak not so bad, quite pricy,",3 years ago, 4 stars ,Cut
731,"Best steak in town (..& most expensive $1k+ for 2 pax 😳) but damn, it’s worth it - from the wine to the meat, to the chocolate soufflé and service of course - pisses over Morton’s",3 years ago, 5 stars ,Cut
