,Unnamed: 0,Review,Date,Stars,Restaurant,feature_descriptors
3083,238,"Dear SL Q,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to share your experience on Google.

We are delighted to know that you enjoyed the food and I would like to thank you for taking the time to communicate your experience to us.

Providing the highest level of hospitality is our number one priority and we sincerely apologize for falling short of meeting your expectations. As a teachable moment, we have shared your feedback with all of our associates to ensure the necessary guidelines are in place to prevent such issues from occurring in the future.

Once again, thank you for your valued feedback as it allow us to identify and improve on our services and facilities for all our guests. I sincerely hope to have the opportunity in welcoming you back again soon.

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'SL': [], 'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['communicate'], 'experience': ['Providing', 'highest'], 'food': ['like', 'thank', 'taking'], 'level': [], 'hospitality': [], 'number': [], 'priority': ['sincerely', 'apologize', 'falling', 'short', 'meeting'], 'expectations': ['teachable'], 'moment': ['shared'], 'feedback': ['allow', 'identify', 'improve'], 'associates': ['ensure', 'necessary'], 'guidelines': [], 'place': ['prevent', 'such'], 'issues': ['occurring'], 'future': ['Once', 'again', 'thank', 'valued'], 'services': [], 'facilities': [], 'guests': ['sincerely', 'hope', 'have'], 'opportunity': ['welcoming', 'back', 'again', 'soon', 'Warmest', 'regards']}"
3085,240,"Dear Sandro Süffert,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to rate us on Google.

The team were delighted that you had an enjoyable dining experience with us and your rating have been shared and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['rate'], 'team': ['delighted', 'had', 'enjoyable'], 'dining': [], 'experience': [], 'rating': ['shared', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3086,241,Great food and nice & quiet atmosphere. Service was great too. Dishes portion was small.,3 years ago, 4 stars ,Akira,"{'food': ['nice', 'quiet'], 'atmosphere': [], 'Service': ['great', 'too'], 'Dishes': [], 'portion': ['small']}"
3087,242,"Dear Chloe Toh,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to rate us on Google.

The team were intrigued that you had an enjoyable dining experience with us and your rating have been shared and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['rate'], 'team': ['intrigued', 'had', 'enjoyable'], 'dining': [], 'experience': [], 'rating': ['shared', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3088,243,Nice and delicious japanese food being served. The staffs' service are also very good.,3 years ago, 5 stars ,Akira,"{'food': ['served'], 'staffs': [], 'service': ['also', 'very', 'good']}"
3089,244,"Dear Sugandi Lin,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to rate us on Google.

The team were overjoyed that you had an enjoyable dining experience with us and your rating have been shared and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 4 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['rate'], 'team': ['overjoyed', 'had', 'enjoyable'], 'dining': [], 'experience': [], 'rating': ['shared', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3091,246,"Dear 김현수,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to rate us on Google.

The team were delighted that you had an enjoyable dining experience with us and your rating have been shared and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'김현수': [], 'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['rate'], 'team': ['delighted', 'had', 'enjoyable'], 'dining': [], 'experience': [], 'rating': ['shared', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3093,248,"Dear Vikram Dhand,

Greetings from JW Marriott Singapore South Beach!

Thank you very much for taking the time to rate us on Google.

The team were overjoyed that you had an enjoyable dining experience with us and your rating have been shared and received with great appreciation! I am sure you will agree, that compliments such as yours, are a great motivator for all our associates and it also enables us to train and encourage all our associates to extend that little extra personal touch to all our guests.

We very much look forward to welcoming you back to Akira Back Singapore soon!

Warmest regards,
Akira Back Singapore
JW Marriott Singapore South Beach",3 years ago, 5 stars ,Akira,"{'Greetings': ['Thank', 'very', 'much', 'taking'], 'time': ['rate'], 'team': ['overjoyed', 'had', 'enjoyable'], 'dining': [], 'experience': [], 'rating': ['shared', 'received', 'great'], 'appreciation': ['sure', 'agree', 'compliments', 'such'], 'yours': ['are', 'great'], 'motivator': [], 'associates': ['extend', 'little', 'extra', 'personal'], 'touch': [], 'guests': ['very', 'much', 'look', 'forward', 'welcoming', 'back', 'soon', 'Warmest', 'regards']}"
3094,249,Had lunch here with colleagues. Surprisingly crowded for a weekday.  We ordered the set lunch with our selection of Sushi Moriawase... love it.  Another highly recommended dish to share is the Tuna Pizza. Thin crust with truffle on top...that was yummy.  Will I recommend to my friends? Definitely yes.,3 years ago, 5 stars ,Akira,"{'lunch': [], 'colleagues': ['Surprisingly', 'crowded'], 'weekday': ['ordered', 'set'], 'selection': ['love', 'highly', 'recommended'], 'dish': ['share', 'Thin'], 'crust': [], 'truffle': [], 'top': ['yummy', 'recommend'], 'friends': ['Definitely']}"
3095,0,"Steaks are good of course. Cocktails, dessert and service are superb too!",36 minutes ago, 5 stars ,Cut,"{'Steaks': ['good'], 'course': [], 'Cocktails': [], 'dessert': [], 'service': ['superb', 'too']}"
3097,2,"My favorite restaurant in Singapore.

Start - Get the cocktails, ask for the Yakuza (not on menu anymore but they …",5 days ago, 5 stars ,Cut,"{'restaurant': ['Get'], 'cocktails': ['ask'], 'menu': ['anymore']}"
3098,3,"Great service and food! Thank you for the surprise cake, macaroons & card for our wedding anniversary! Appreciate it!!",a week ago, 5 stars ,Cut,"{'service': [], 'food': ['Thank'], 'surprise': [], 'cake': [], 'macaroons': [], 'card': [], 'wedding': [], 'anniversary': ['Appreciate']}"
3099,4,"Lovely place, great service",a week ago, 5 stars ,Cut,"{'place': ['great'], 'service': []}"
3100,5,"Great ambience, service and food",2 weeks ago, 4 stars ,Cut,"{'ambience': [], 'service': [], 'food': []}"
3101,6,"Had recently dine in at CUT as part of a tasting media event, am really amazed as this was an exclusive preview of the Kagoshima beef. And any steak connoisseur could say that this cut was mouth-watering to its core. Love the sliders and the Wasabi Potato puree is to be tried if anyone is visiting CUT!!! :)",2 weeks ago, 5 stars ,Cut,"{'part': ['tasting'], 'media': [], 'event': ['really', 'amazed', 'was', 'exclusive'], 'preview': [], 'beef': [], 'steak': [], 'connoisseur': ['say'], 'cut': [], 'mouth': [], 'watering': [], 'core': ['Love'], 'sliders': [], 'puree': ['tried', 'visiting']}"
3102,7,Felt rich eating here.,3 weeks ago, 5 stars ,Cut,{}
3103,8,"Fabulous service as always, favourite restaurant for steak and a special occasion.
Patatas Bravad side are 100% required to have with any of the amazing steaks.
Staff made an extra effort for my birthday, cannot fault service, food, atmosphere.",3 weeks ago, 5 stars ,Cut,"{'service': [], 'restaurant': [], 'steak': ['special'], 'occasion': [], 'side': [], '%': ['required', 'have', 'amazing'], 'steaks': [], 'Staff': ['made', 'extra'], 'effort': [], 'birthday': ['fault'], 'food': [], 'atmosphere': []}"
3104,9,We celebrated our 10th anniversary in CUT and had a great time hosted by Angie and Kim. The best dish for me is definitely the Maryland crab cake. It is very rich and the basil aioli provides a well balanced acidity to this dish! We’ve …,3 weeks ago, 5 stars ,Cut,"{'anniversary': ['had', 'great'], 'time': ['hosted', 'best'], 'dish': ['’ve'], 'crab': [], 'cake': ['very', 'rich'], 'basil': [], 'aioli': ['provides', 'well', 'balanced'], 'acidity': []}"
3107,12,"Had a fantastic experience with my wife for our anniversary dinner. We were served by Ryan and Kay, who were super attentive and would come to check in on us periodically. Impeccable service. …",a month ago, 5 stars ,Cut,"{'experience': [], 'wife': [], 'anniversary': [], 'dinner': ['served', 'were', 'super', 'attentive', 'come', 'check', 'periodically', 'Impeccable'], 'service': []}"
3108,13,Decided to put up a review for Cut although my visit was a while back. First I want to mentioned that the service was excellent. They even address you by your name. Quality of the food was great. Ambience was awesome. Price point was a …,a month ago, 5 stars ,Cut,"{'review': [], 'visit': ['was'], 'while': ['back', 'First', 'want', 'mentioned'], 'service': ['excellent', 'even', 'address'], 'name': [], 'Quality': [], 'food': ['great'], 'Ambience': ['awesome'], 'Price': [], 'point': []}"
3109,14,"Amazing experience
Impeccable service and hospitality
Yummy food high standard
Highly recommended",a month ago, 5 stars ,Cut,"{'experience': ['Impeccable'], 'service': [], 'hospitality': ['Yummy'], 'food': ['high'], 'standard': ['Highly', 'recommended']}"
3110,15,First time at CUT and obviously didn't let us down. Right from the time we made the reservation and all the way until we stepped out - every single element was impeccable! …,a month ago, 5 stars ,Cut,"{'time': ['made'], 'reservation': [], 'way': ['stepped', 'out', 'single'], 'element': ['impeccable']}"
3112,17,We were there for hubby birthday celebration. Amazing food n great service provided by Mary's & her team. We will b back for sure.,a month ago, 5 stars ,Cut,"{'hubby': [], 'birthday': [], 'celebration': ['Amazing'], 'food': ['great'], 'service': ['provided'], 'team': ['back', 'sure']}"
3114,19,"Always a delicious experience, somehow I always like the starters and sides more than the steaks. The cocktail list is extensive and very interesting, and of course the wines are great.",2 months ago, 5 stars ,Cut,"{'experience': ['somehow', 'always', 'like'], 'starters': [], 'sides': ['more'], 'steaks': [], 'cocktail': [], 'list': ['extensive', 'very', 'interesting'], 'course': [], 'wines': ['are', 'great']}"
